prot1,prot2,str_score,protpep_score,str_max_score,red_score,ort_score,phy_score,coexp_score,go_score,total_score,final_score,Match,Match2
O14770,A8MTQ0,997.34,0.0,997.34,0.9127,0.0,2.013,1.1757,0.0,2154.33,2154.33,True,True
O43293,O00444,210.176,6.73805,210.176,1.2535,0.6153,2.416,2.1077,2.07,1708.72,1708.72,True,True
O43432,O43432,169.09799999999998,0.0,169.09799999999998,0.0,5.5574,2.416,0.0,0.0,2270.42,2270.42,True,True
O00429,O60749,9.2908,0.0,9.2908,0.0,0.6153,2.013,18.4426,5.86,1243.67,1243.67,True,True
O14640,O00410,11.9953,4.94562,11.9953,0.0,0.0,2.013,2.7714,10.8,722.7330000000001,722.7330000000001,True,True
O00178,O14980,8.2077,2.59,8.2077,4.2492,0.0,2.013,9.4687,0.0,664.757,664.757,True,True
O43361,B4DU55,99.2027,0.0,99.2027,0.0,5.5574,2.013,1.1757,0.0,1304.77,1304.77,True,True
O15075,O60861,25.2364,7.132289999999999,25.2364,2.3768,0.0,2.416,2.7714,5.86,2353.5,2353.5,True,True
A4D1E9,O00566,0.0,5.4591199999999995,5.4591199999999995,0.0,0.0,2.013,18.4426,10.8,2188.83,2188.83,True,True
O15075,O60469,4.7738,8.3796,8.3796,0.5125,0.6153,2.416,2.1077,69.61,936.659,936.659,True,True
O14786,O14544,2.0697,23.2116,23.2116,0.9127,0.0,2.416,2.7714,5.86,831.2410000000001,831.2410000000001,True,True
O14964,A6NKD2,1.4599,762.7539999999999,762.7539999999999,3.8142,0.0,2.013,1.5818,0.17,1574.82,1574.82,True,True
O15392,O60921,2.6756,17.0119,17.0119,0.5125,0.0,2.013,3.9008,24.11,1650.6,1650.6,True,True
O14646,O60814,10.7938,0.0,10.7938,0.9127,3.1392,2.416,1.5818,10.8,1276.42,1276.42,True,True
O14744,O60508,66.1334,3.52956,66.1334,2.3254,0.6153,2.013,5.6875,5.86,6348.46,6348.46,True,True
O14641,O14978,6.0007,5.24327,6.0007,1.2535,0.6153,2.013,3.9008,0.4,14.5369,67242.5,True,True
O15247,O43396,11.9953,0.0,11.9953,1.2535,0.0,2.013,3.9008,24.11,2846.62,2846.62,True,True
O43175,O14980,4.5712,0.0,4.5712,0.0,0.0,1.5978,2.7714,0.0,20.2419,19388.1,True,True
O15357,O14512,33.1143,20.7326,33.1143,3.1239999999999997,0.0,2.416,2.7714,69.61,48216.4,48216.4,True,True
O43318,O15067,17.9896,0.0,17.9896,21.3884,0.6153,2.013,2.7714,0.0,1320.78,1320.78,True,True
O15391,A6NJL1,99.2027,0.0,99.2027,0.0,5.2693,0.993,1.1757,0.0,610.27,610.27,True,True
O15211,O15205,33.1143,5.22,33.1143,20.9141,0.0,2.013,0.4364,0.0,608.3919999999999,608.3919999999999,True,True
O15397,O75400,99.2027,0.0,99.2027,0.0,0.0,2.416,18.4426,0.0,4420.21,4420.21,True,True
O15520,O15357,2.0697,15.8041,15.8041,0.0,0.0,2.416,1.1757,24.11,1082.33,1082.33,True,True
O15392,O00308,12.2069,22.1547,22.1547,1.7092,0.0,2.013,1.5818,5.86,706.564,706.564,True,True
O15169,O60907,40.1307,3.86531,40.1307,2.3254,0.6153,2.013,2.7714,24.11,7723.28,7723.28,True,True
O14578,O75116,169.09799999999998,14.0753,169.09799999999998,0.0,0.6153,2.416,2.1077,5.86,3104.76,3104.76,True,True
O14879,O15205,8.2077,0.0,8.2077,19.2898,0.0,2.013,2.7714,0.0,883.2669999999999,883.2669999999999,True,True
O14920,O14492,6.9797,14.0845,14.0845,3.7695,0.6153,2.416,2.1077,181.01,30110.7,30110.7,True,True
O00187,O60934,4.5731,9.80166,9.80166,0.0,0.0,2.416,1.5818,24.11,903.12,903.12,True,True
O15205,O00507,87.8085,0.0,87.8085,21.3884,0.6153,1.5978,1.1757,0.0,2170.8,2170.8,True,True
O15182,O15182,34.0309,0.0,34.0309,1.3730000000000002,9.2808,2.013,0.0,0.0,872.9169999999999,872.9169999999999,True,True
O14733,O14980,3.1848,0.0,3.1848,4.0064,0.6153,2.013,9.4687,0.0,149.643,143331.0,True,True
A8MT65,A8MT65,99.2027,0.0,99.2027,0.0,5.5574,2.416,0.0,0.0,1331.96,1331.96,True,True
A8MPY1,O15020,99.2027,5.24327,99.2027,0.5125,0.0,2.416,1.5818,5.86,1138.58,1138.58,True,True
O00469,O00469,99.2027,0.0,99.2027,0.5125,0.6153,2.416,0.0,0.0,75.579,349601.0,True,True
O15075,O43815,4.5731,6.59807,6.59807,1.2535,0.6153,2.416,2.7714,69.61,2371.9,2371.9,True,True
O00401,O00401,23.3135,28.0774,28.0774,2.3588,606.3919999999999,0.0,0.0,0.0,40160.7,40160.7,True,True
O14744,O14744,99.2027,0.0,99.2027,0.0,158.12,0.0,0.0,0.0,15686.0,72557800.0,True,True
O00253,O14543,1.8531,13.0046,13.0046,3.1239999999999997,0.0,2.416,2.1077,10.8,2234.28,2234.28,True,True
O14646,O75529,6.9797,3.86531,6.9797,0.0,3.1392,2.416,9.4687,5.86,2937.25,2937.25,True,True
A6NCS4,O43711,260.209,6.917739999999999,260.209,0.9127,0.6153,0.0,2.7714,5.86,2373.2,2373.2,True,True
O00463,O15205,7.763,20.8587,20.8587,19.2898,0.0,1.5978,1.5818,24.11,24518.1,24518.1,True,True
O15117,O14543,11.9953,30.4501,30.4501,3.7695,0.0,2.416,5.6875,2.07,3264.83,3264.83,True,True
O43318,O75376,1.8531,7.37,7.37,4.2492,0.6153,2.416,9.4687,24.11,10627.9,10627.9,True,True
O00499,A6NI72,18.4132,84.9753,84.9753,2.0764,0.0,2.416,0.0,5.86,2498.03,2498.03,True,True
O00499,O14653,12.2069,2.60197,12.2069,2.3254,0.0,2.013,2.1077,5.86,705.7539999999999,705.7539999999999,True,True
O00548,O15273,2.0697,3.66,3.66,0.5125,0.0,2.013,2.7714,69.61,728.433,728.433,True,True
O15360,O00762,0.0,5.00777,5.00777,1.2535,0.0,1.1933,45.2798,5.86,1987.56,1987.56,True,True
A6NFN9,A6NFN9,260.209,0.0,260.209,1.3730000000000002,0.0,2.013,0.0,0.0,719.178,719.178,True,True
O43307,O15068,130.17,9.966000000000001,130.17,0.5125,0.0,2.416,1.5818,24.11,6146.82,6146.82,True,True
O15520,O60258,260.209,2.59,260.209,1.3730000000000002,5.5574,2.416,2.1077,69.61,703787.0,703787.0,True,True
O43186,O60663,42.8396,0.0,42.8396,0.5125,0.6153,2.416,9.4687,5.86,1810.97,1810.97,True,True
O14686,O15357,3.1848,20.7326,20.7326,0.0,0.6153,2.416,5.6875,5.86,1027.2,1027.2,True,True
O14936,O60907,25.2364,6.73805,25.2364,0.0,0.6153,2.416,5.6875,5.86,1250.35,1250.35,True,True
O00213,O15522,1.8531,15.3179,15.3179,1.2535,0.0,2.416,2.1077,10.8,1055.97,1055.97,True,True
O14640,O15230,4.5731,6.7087,6.7087,0.0,0.0,2.416,9.4687,5.86,899.3389999999999,899.3389999999999,True,True
O14920,O15040,25.2364,0.0,25.2364,2.3254,0.6153,2.416,9.4687,0.0,826.0369999999999,826.0369999999999,True,True
O00401,O14980,4.5731,17.2897,17.2897,4.0064,0.0,1.5978,18.4426,2.07,4225.29,4225.29,True,True
A6NFN9,O14562,826.188,0.0,826.188,0.0,0.0,1.5978,1.1757,0.0,1552.02,1552.02,True,True
A6NND4,O60431,38.5823,0.0,38.5823,1.1877,5.2693,2.416,2.1077,5.86,7205.28,7205.28,True,True
O00255,O00459,2.4032,14.0753,14.0753,2.3254,0.0,2.013,18.4426,2.07,2515.31,2515.31,True,True
O00585,O60880,12.2069,14.0845,14.0845,3.7695,0.0,2.416,3.9008,2.07,1035.73,1035.73,True,True
C9JTQ0,C9JTQ0,1652.32,0.0,1652.32,1.5513,0.6153,2.013,0.0,0.0,3174.84,3174.84,True,True
O00327,O00560,3.1219,9.966000000000001,9.966000000000001,0.0,0.0,2.416,5.6875,5.86,802.485,802.485,True,True
A6NK39,A6NK39,260.209,0.0,260.209,0.0,9.7902,0.0,0.0,0.0,2547.5,2547.5,True,True
O00635,O15205,11.9953,3.51,11.9953,19.2898,0.0,2.013,1.5818,24.11,17763.6,17763.6,True,True
A6NNA5,A6NJ46,997.34,0.0,997.34,2.9666,0.0,1.5978,9.4687,0.0,44762.6,44762.6,True,True
O14929,O75529,2.4771,1.5220799999999999,2.4771,0.5125,0.6153,2.416,9.4687,69.61,1243.89,1243.89,True,True
O00170,O75381,25.2364,4.611190000000001,25.2364,1.0145,0.0,2.013,9.4687,10.8,5270.32,5270.32,True,True
O15075,O15197,99.2027,5.705430000000001,99.2027,0.9127,0.6153,2.416,3.9008,2.07,1086.82,1086.82,True,True
O15370,O15020,99.2027,0.0,99.2027,0.9127,0.0,2.416,3.9008,0.0,853.301,853.301,True,True
O00291,O43765,99.2027,7.37,99.2027,1.7092,0.0,2.416,9.4687,0.0,3878.86,3878.86,True,True
O15520,O75581,6.9797,0.0,6.9797,0.0,0.0,2.416,1.1757,105.17,2085.08,2085.08,True,True
O43306,O14543,2.4439,20.6892,20.6892,2.0764,0.0,2.416,1.1757,10.8,1317.87,1317.87,True,True
O15440,O14543,1.8315,20.686,20.686,0.0,0.0,2.416,1.1757,10.8,634.591,634.591,True,True
O00170,O00411,1.7387,3.67486,3.67486,0.0,0.0,2.013,18.4426,10.8,1473.43,1473.43,True,True
O14939,O14543,8.8185,20.6262,20.6262,3.1239999999999997,0.0,2.416,3.9008,10.8,6558.5,6558.5,True,True
O15229,O43708,1.8315,0.0,1.8315,0.0,0.6153,2.013,5.6875,181.01,2335.4,2335.4,True,True
O00522,O14492,18.4132,23.2116,23.2116,1.7951,0.0,2.416,1.1757,5.86,693.561,693.561,True,True
O15524,O60704,1.1641,20.6694,20.6694,2.0764,0.0,0.0,1.5818,24.11,1636.77,1636.77,True,True
O00487,O43396,2.3512,0.0,2.3512,1.7092,5.0289,1.5978,45.2798,0.0,1462.12,6763240.0,True,True
O43143,O43143,99.2027,9.75,99.2027,2.3254,9.2808,2.013,0.0,0.0,4309.73,4309.73,True,True
O00444,O00444,826.188,6.024830000000001,826.188,0.5125,158.12,2.416,0.0,0.0,161755.0,748220000.0,True,True
O15067,B4DU55,25.2364,0.0,25.2364,15.8699,0.0,1.5978,1.1757,0.0,752.3510000000001,752.3510000000001,True,True
O00629,O60518,25.2364,5.89945,25.2364,1.0145,9.7902,2.416,18.4426,2.07,23118.5,23118.5,True,True
O43155,O00206,130.17,3.66,130.17,1.2535,0.0,2.416,2.7714,0.0,1092.53,1092.53,True,True
A6NMT0,O43711,130.17,6.917739999999999,130.17,0.9127,0.0,2.013,3.9008,0.89,830.284,830.284,True,True
O15218,O14543,1.2142,16.7401,16.7401,2.0764,0.0,2.416,2.1077,10.8,1911.61,1911.61,True,True
O00429,O60313,4.5731,2.59,4.5731,0.0,0.6153,2.416,45.2798,181.01,55718.8,55718.8,True,True
A6NJ46,A6NJ46,997.34,0.0,997.34,3.9363,0.0,0.0,0.0,0.0,3925.83,3925.83,True,True
O43353,O14788,2.3512,4.58774,4.58774,1.7951,0.6153,2.416,1.1757,69.61,1001.93,1001.93,True,True
O00471,O60763,1.4599,3.52956,3.52956,0.0,0.6153,2.416,45.2798,10.8,2565.86,2565.86,True,True
O00142,O15357,1.2265,23.2116,23.2116,0.0,0.0,2.416,2.7714,5.86,910.7489999999999,910.7489999999999,True,True
O15075,O00165,0.0,5.22,5.22,2.3254,0.0,2.013,1.1757,0.0,28.7282,27516.4,True,True
A6NDL8,A6NIJ9,18.4132,0.0,18.4132,1.1877,5.2693,0.0,2.7714,5.86,1871.48,1871.48,True,True
A6NFQ7,A6NJ46,253.71599999999998,0.0,253.71599999999998,2.3768,0.0,2.013,1.5818,0.0,1920.15,1920.15,True,True
O00206,O00635,4.5731,2.60197,4.5731,0.0,0.0,2.416,3.9008,24.11,1039.1,1039.1,True,True
O15013,O14492,11.9953,30.4501,30.4501,0.9127,0.0,2.416,1.5818,10.8,1147.07,1147.07,True,True
O14964,O14492,6.0007,30.3574,30.3574,3.8142,0.0,2.416,9.4687,2.07,5483.09,5483.09,True,True
O00555,A8MPY1,12.8482,3.52956,12.8482,2.0764,0.0,2.416,3.9008,105.17,26442.1,26442.1,True,True
A8K8V0,B4DU55,99.2027,0.0,99.2027,0.0,5.5574,2.416,1.5818,0.0,2106.9,2106.9,True,True
O14974,O14829,131.69299999999998,9.770719999999999,131.69299999999998,0.0,0.6153,2.416,2.1077,10.8,4456.35,4456.35,True,True
A6NCL7,O75179,1652.32,0.0,1652.32,0.0,0.6153,2.416,1.5818,0.0,3885.35,3885.35,True,True
O43182,O15020,18.9532,5.4591199999999995,18.9532,0.0,0.0,2.416,1.5818,24.11,1746.34,1746.34,True,True
O14829,O00743,199.672,6.6526,199.672,1.3730000000000002,0.6153,1.5978,0.7962,10.8,2317.62,2317.62,True,True
A8MSY0,A8MSY0,260.209,0.0,260.209,0.0,9.7902,0.0,0.0,0.0,2547.5,2547.5,True,True
O15075,O75154,4.803999999999999,7.3468800000000005,7.3468800000000005,1.5513,0.0,2.416,1.5818,24.11,1050.13,1050.13,True,True
O14647,O75478,2.5395,3.86531,3.86531,2.3254,9.2808,2.013,2.7714,5.86,2727.14,2727.14,True,True
O00187,O15205,12.2069,3.52956,12.2069,21.3884,0.6153,2.013,1.1757,10.8,4106.15,4106.15,True,True
A8MXD5,O43396,18.4132,0.0,18.4132,1.2535,0.6153,2.416,1.1757,24.11,972.5930000000001,972.5930000000001,True,True
O15143,O15067,25.2364,0.0,25.2364,21.3884,0.6153,2.013,1.5818,0.0,1057.52,1057.52,True,True
O43172,O60907,130.17,6.98487,130.17,1.2535,9.2808,2.013,5.6875,0.4,6935.0,6935.0,True,True
O15519,O75030,0.0,12.1994,12.1994,0.0,0.0,2.416,3.9008,5.86,673.7310000000001,673.7310000000001,True,True
O14561,O15342,0.0,0.0,0.0,0.0,0.0,2.013,18.4426,24.11,895.0830000000001,895.0830000000001,True,True
O15259,O15357,169.09799999999998,161.514,169.09799999999998,3.1239999999999997,0.0,2.416,0.8888,5.86,6647.33,6647.33,True,True
B1AK53,O43182,1.8315,1.9704,1.9704,0.0,0.0,2.416,2.1077,69.61,698.444,698.444,True,True
O00629,O60763,50.7951,5.89945,50.7951,1.0145,0.6153,2.416,9.4687,5.86,4250.56,4250.56,True,True
O00590,A6NH00,260.209,0.0,260.209,1.1877,0.0,2.416,1.1757,0.0,877.8530000000001,877.8530000000001,True,True
O00182,O15205,2.4032,0.0,2.4032,19.2898,0.0,2.013,1.5818,24.11,3558.85,3558.85,True,True
O00255,O15304,0.0,2.60197,2.60197,0.0,0.0,2.013,2.7714,69.61,1010.45,1010.45,True,True
O00555,O43612,0.0,0.0,0.0,0.0,0.0,2.013,9.4687,105.17,2004.59,2004.59,True,True
O43242,O00762,4.803999999999999,10.8249,10.8249,2.3254,0.0,1.5978,5.6875,24.11,5515.22,5515.22,True,True
O43172,O75554,6.3361,3.72188,6.3361,1.2535,0.6153,1.5978,3.9008,24.11,734.3560000000001,3396870.0,True,True
O00291,O60890,25.2364,0.0,25.2364,0.0,0.0,2.416,5.6875,5.86,2032.09,2032.09,True,True
O14964,O75382,2.4032,7.3468800000000005,7.3468800000000005,0.0,0.0,2.416,5.6875,2.07,208.97400000000002,200159.0,True,True
O43248,O60663,119.281,0.0,119.281,0.9127,0.0,2.416,3.9008,10.8,11080.8,11080.8,True,True
O00165,O43678,0.0,3.84,3.84,2.4090000000000003,0.0,1.5978,45.2798,0.0,669.26,669.26,True,True
O15499,O14770,240.91,0.0,240.91,0.9127,0.0,2.013,0.8888,2.07,814.331,814.331,True,True
O14578,O43781,38.5167,84.9753,84.9753,2.4183,0.6153,2.416,1.5818,2.07,1000.25,1000.25,True,True
O00305,A8MPY1,1.6809,3.51,3.51,0.0,0.0,2.416,1.5818,105.17,1410.74,1410.74,True,True
O15205,A6NNY8,87.8085,0.0,87.8085,21.3884,0.0,1.1933,0.6915,0.0,1549.73,1549.73,True,True
O00626,O75553,18.4132,5.43,18.4132,3.7695,0.0,2.416,2.1077,5.86,2071.17,2071.17,True,True
O14646,O15372,2.5395,41.95,41.95,1.2535,9.2808,2.013,3.9008,0.0,3832.12,3832.12,True,True
A8TX70,O14594,119.281,3.84,119.281,0.0,0.0,2.416,1.5818,2.07,943.602,943.602,True,True
O00311,O60870,4.5731,7.132289999999999,7.132289999999999,5.2159,0.0,2.013,3.9008,5.86,1711.8,1711.8,True,True
O43196,O60216,4.5731,0.0,4.5731,4.2492,0.0,2.013,1.5818,105.17,6507.36,6507.36,True,True
O15552,O43603,99.2027,0.0,99.2027,0.7707,0.0,2.416,3.9008,0.89,641.283,641.283,True,True
O00213,O60341,2.3512,14.821,14.821,4.2492,0.0,2.416,1.1757,10.8,1931.98,1931.98,True,True
O14594,O15205,30.3442,0.0,30.3442,20.9141,0.0,1.5978,1.1757,0.0,1192.16,1192.16,True,True
O15511,O00762,1.8315,0.0,1.8315,1.0145,0.0,1.5978,9.4687,24.11,677.7489999999999,677.7489999999999,True,True
O14920,O00635,6.0007,4.102130000000001,6.0007,2.4090000000000003,0.6153,2.416,3.9008,10.8,905.316,905.316,True,True
A6NMT0,O15522,130.17,0.0,130.17,2.4183,0.0,2.416,5.6875,0.0,4325.53,4325.53,True,True
O15162,O00401,3.109,28.0774,28.0774,1.7092,0.0,2.416,3.9008,5.86,2650.32,2650.32,True,True
O15318,O60880,0.0,23.7134,23.7134,0.5125,0.0,2.416,1.5818,69.61,3233.02,3233.02,True,True
O00308,O00308,997.34,4.94562,997.34,0.0,0.6153,2.416,0.0,0.0,1482.61,6858020.0,True,True
O14983,A6NI72,2.5395,12.1604,12.1604,0.9127,0.0,2.416,0.0,181.01,4853.73,4853.73,True,True
O00499,O43432,25.2364,14.3222,25.2364,0.0,0.0,2.416,2.7714,5.86,990.196,990.196,True,True
O00409,O60216,10.255,0.0,10.255,4.2492,0.6153,2.416,5.6875,5.86,2158.97,2158.97,True,True
O15511,O15357,2.0611,13.0046,13.0046,2.3254,0.0,2.013,1.5818,10.8,1039.95,1039.95,True,True
O00410,O60499,15.2533,3.67486,15.2533,2.3254,0.0,2.416,1.5818,5.86,794.342,794.342,True,True
O00443,O15269,1.3385,6.3442099999999995,6.3442099999999995,0.0,0.6153,2.013,18.4426,5.86,849.235,849.235,True,True
O15499,O15525,99.2027,0.0,99.2027,0.9127,0.0,2.013,5.6875,0.0,1036.61,1036.61,True,True
O14965,O60814,6.8412,7.132289999999999,7.132289999999999,2.4090000000000003,9.7902,2.416,5.6875,0.89,2057.15,2057.15,True,True
O14965,O14980,8.8185,3.51,8.8185,4.0064,0.6153,1.5978,18.4426,0.0,640.591,613571.0,True,True
O15392,O00311,2.5395,6.7087,6.7087,1.7951,0.0,2.013,45.2798,10.8,11854.9,11854.9,True,True
O15347,O15397,99.2027,0.0,99.2027,0.0,0.0,2.013,3.9008,0.0,778.97,778.97,True,True
O00555,O75311,19.5858,3.52956,19.5858,0.0,0.0,2.416,5.6875,5.86,1577.09,1577.09,True,True
A6NHQ2,O00567,38.5167,2.59,38.5167,0.0,114.524,2.013,5.6875,24.11,1217610.0,1217610.0,True,True
O14640,O15205,66.1952,3.52956,66.1952,0.9127,0.0,2.013,1.1757,5.86,837.9010000000001,837.9010000000001,True,True
O00555,O00194,4.5731,0.0,4.5731,2.0764,0.6153,2.013,2.1077,69.61,1725.57,1725.57,True,True
O00567,O60287,0.0,3.66,3.66,0.0,3.1392,1.5978,18.4426,0.0,338.56699999999995,1566090.0,True,True
O14578,O14578,199.672,14.0753,199.672,3.7904,0.6153,2.416,0.0,0.0,1125.09,1125.09,True,True
O14771,A6NP11,119.281,0.0,119.281,0.0,5.2693,1.1933,1.1757,0.0,881.798,881.798,True,True
O00213,O14543,9.7337,34.8281,34.8281,2.4090000000000003,0.0,2.416,2.1077,5.86,2503.63,2503.63,True,True
O14730,O14543,4.803999999999999,20.7326,20.7326,3.1239999999999997,0.0,2.416,3.9008,2.07,1263.53,1263.53,True,True
O00483,O43677,0.0,0.0,0.0,0.0,0.0,0.0,45.2798,69.61,3151.93,3151.93,True,True
O15294,O15357,4.5731,23.2116,23.2116,1.0145,0.0,2.013,2.7714,5.86,769.835,769.835,True,True
E5RJM6,O15021,169.09799999999998,3.51,169.09799999999998,1.5513,0.0,2.013,2.7714,0.0,1463.45,1463.45,True,True
O00571,O75530,4.5731,0.0,4.5731,4.2492,0.6153,2.416,9.4687,0.0,273.522,261985.0,True,True
O14640,O15020,9.2046,9.47493,9.47493,0.5125,0.0,2.416,9.4687,69.61,7732.66,7732.66,True,True
O00541,O14717,1.6503,17.9525,17.9525,0.0,0.0,2.013,3.9008,10.8,1522.46,1522.46,True,True
A6NIR3,A6NGH8,260.209,0.0,260.209,1.1877,0.0,2.013,1.1757,0.0,731.423,731.423,True,True
O15370,O15205,33.1143,7.37,33.1143,20.9141,0.0,1.5978,1.1757,0.0,1300.99,1300.99,True,True
O15259,O14795,2.3512,16.8771,16.8771,0.9127,0.0,2.013,1.5818,24.11,1182.55,1182.55,True,True
O14939,O75385,4.5731,4.94562,4.94562,1.7092,0.6153,2.416,3.9008,105.17,5155.17,5155.17,True,True
O14525,O14594,2.6756,0.0,2.6756,0.5125,0.0,2.416,9.4687,181.01,5678.12,5678.12,True,True
A6NMU1,O60431,151.664,0.0,151.664,1.1877,0.6153,2.416,0.4364,5.86,684.788,684.788,True,True
O43255,O43294,6.0007,13.2959,13.2959,1.2535,0.0,2.416,2.7714,10.8,1205.21,1205.21,True,True
O14649,O14745,1.5955,11.7156,11.7156,2.3254,0.0,2.416,1.5818,5.86,610.11,610.11,True,True
A7XYQ1,O15273,0.0,7.40526,7.40526,0.5125,0.0,0.0,3.9008,69.61,1030.53,1030.53,True,True
O14981,O43390,25.2364,2.59,25.2364,4.2492,0.0,2.416,18.4426,0.0,4778.08,4778.08,True,True
O15457,O60934,4.5731,3.2962300000000004,4.5731,2.3254,0.0,2.013,1.1757,24.11,606.8,606.8,True,True
O00422,O60264,2.2022,0.0,2.2022,2.4090000000000003,0.0,2.416,18.4426,0.0,236.38099999999997,226410.0,True,True
O00253,O00555,1.5568,0.0,1.5568,2.3254,0.0,2.416,3.9008,24.11,822.58,822.58,True,True
O14662,O75379,0.0,0.0,0.0,0.9127,15.4815,2.013,2.7714,2.07,163.175,754789.0,True,True
O00399,O00399,826.188,0.0,826.188,1.3730000000000002,0.0,0.0,0.0,0.0,1134.36,116313.0,True,True
O43318,O60307,444.564,6.73805,444.564,3.1239999999999997,0.6153,2.416,1.5818,2.07,6760.06,6760.06,True,True
O15392,O75376,4.5731,12.327,12.327,4.2492,0.0,2.013,1.1757,5.86,726.445,726.445,True,True
O14978,A8MT65,130.17,0.0,130.17,0.0,5.2693,2.416,0.4364,0.0,723.179,723.179,True,True
O43248,O00506,99.2027,0.0,99.2027,3.8142,0.0,2.416,0.8888,0.0,812.5089999999999,812.5089999999999,True,True
O15205,O14771,22.5605,0.0,22.5605,19.2898,0.6153,2.013,1.1757,0.0,633.729,633.729,True,True
O15042,O75554,4.5731,9.966000000000001,9.966000000000001,0.9127,0.0,2.013,45.2798,2.07,1716.2,1716.2,True,True
O14964,O14512,2.4032,30.3574,30.3574,3.8142,0.0,2.416,2.7714,10.8,8373.13,8373.13,True,True
O43364,A6NJ46,444.564,10.1814,444.564,2.9666,0.0,0.0,1.5818,0.89,1856.67,1856.67,True,True
O14770,O14770,997.34,0.0,997.34,0.9127,0.6153,0.0,0.0,0.0,560.091,2590780.0,True,True
O15031,O75326,997.34,4.94562,997.34,0.9127,0.0,2.416,2.7714,0.89,5424.47,5424.47,True,True
O00175,O14827,12.2069,0.0,12.2069,0.0,0.0,2.013,1.1757,24.11,696.535,696.535,True,True
O14543,O43680,0.0,20.6892,20.6892,0.0,0.0,2.416,2.1077,24.11,2540.08,2540.08,True,True
O14974,O14593,299.41900000000004,0.0,299.41900000000004,1.0145,0.6153,2.416,1.5818,0.0,714.278,714.278,True,True
O43324,O43715,0.0,0.0,0.0,0.0,0.0,0.0,18.4426,69.61,1283.79,1283.79,True,True
O14764,O43525,12.8482,3.84,12.8482,0.0,0.0,2.416,5.6875,5.86,1034.57,1034.57,True,True
O15524,O14544,45.9762,13.0046,45.9762,3.1239999999999997,0.6153,2.013,1.1757,24.11,5042.76,5042.76,True,True
O14920,O15304,0.0,2.9828200000000002,2.9828200000000002,1.2535,0.0,2.013,3.9008,69.61,2043.72,2043.72,True,True
A6QL64,E5RJM6,1652.32,0.0,1652.32,1.3730000000000002,0.0,2.013,0.8888,0.0,4058.94,4058.94,True,True
O15379,O43255,0.9682,0.0,0.9682,4.2492,0.0,2.013,2.1077,0.0,17.4552,16718.9,True,True
O14640,O15111,11.9953,7.40526,11.9953,1.7951,0.0,2.416,1.5818,24.11,1984.02,1984.02,True,True
O15117,O00206,7.7952,0.0,7.7952,1.2535,0.0,2.416,5.6875,10.8,1450.09,1450.09,True,True
A4D1P6,O14980,1.2142,0.0,1.2142,4.2492,0.0,1.5978,2.7714,0.0,22.8465,21882.8,True,True
O14830,O00743,169.09799999999998,6.6526,169.09799999999998,1.3730000000000002,0.6153,1.5978,0.7126,10.8,1756.66,1756.66,True,True
O00566,O75554,0.0,4.18666,4.18666,0.0,0.0,2.416,18.4426,24.11,4497.63,4497.63,True,True
O00241,O15205,25.2364,0.0,25.2364,20.9141,0.0,2.013,1.1757,0.0,1249.13,1249.13,True,True
O43318,O60508,25.2364,5.22,25.2364,2.0764,0.6153,1.5978,18.4426,0.0,950.1010000000001,950.1010000000001,True,True
O15021,A8MUH7,151.406,7.40526,151.406,3.7904,0.0,2.416,0.0,0.0,1386.52,1386.52,True,True
O43255,O15205,66.1952,0.0,66.1952,15.8699,0.6153,1.5978,0.6915,0.0,714.171,714.171,True,True
O15409,O15350,2.4032,0.0,2.4032,2.3254,0.6153,2.416,2.7714,69.61,1602.66,1602.66,True,True
O00409,O75376,4.5712,0.0,4.5712,3.5815,0.6153,2.416,5.6875,5.86,811.1439999999999,811.1439999999999,True,True
O00311,O15111,30.3442,5.4591199999999995,30.3442,3.1239999999999997,0.0,2.416,3.9008,2.07,1849.3,1849.3,True,True
O15379,O14544,0.0,23.2116,23.2116,4.0064,0.0,2.013,1.5818,10.8,3198.0,3198.0,True,True
O00555,O60663,10.255,0.0,10.255,2.3254,0.0,2.416,5.6875,105.17,34462.2,34462.2,True,True
O43175,O60264,4.5423,0.0,4.5423,2.3254,0.6153,2.013,2.1077,0.0,27.5748,26411.7,True,True
O00571,O00443,1.8315,7.37,7.37,3.8142,0.6153,2.416,18.4426,0.0,770.685,770.685,True,True
O43296,O75123,119.281,0.0,119.281,0.0,5.5574,2.416,5.6875,0.4,3643.51,3643.51,True,True
A6NIR3,A8MT82,119.281,0.0,119.281,1.5513,0.6153,2.416,0.0,69.61,19147.9,19147.9,True,True
A4D2P6,O43166,45.9762,4.98492,45.9762,0.0,0.0,2.416,1.1757,5.86,765.2869999999999,765.2869999999999,True,True
O14640,O60307,43.0172,84.9753,84.9753,1.7951,0.0,2.416,5.6875,0.89,1865.48,1865.48,True,True
O15075,O15111,169.09799999999998,6.4477199999999995,169.09799999999998,3.1239999999999997,0.6153,2.416,1.1757,5.86,5410.37,5410.37,True,True
O15259,O15018,25.2364,22.0744,25.2364,2.4183,0.0,2.416,2.7714,2.07,845.8710000000001,845.8710000000001,True,True
O43365,O43435,1.1641,0.0,1.1641,0.9127,0.0,2.013,5.6875,181.01,2201.84,2201.84,True,True
O00327,O15534,253.71599999999998,0.0,253.71599999999998,0.5125,30.1977,2.416,1.1757,24.11,268910.0,268910.0,True,True
O14786,O43294,2.4032,0.0,2.4032,0.0,0.0,2.416,9.4687,24.11,1325.48,1325.48,True,True
